,BFS_NUMMER,EINWOHNERZ,centroid
2273,2130,324,3.9739826868358015 30.55357029510358
2274,874,235,3.970068096171133 30.547827535418723
2275,4421,2594,3.966474546857307 30.539841200877053
2276,5855,617,3.9693239583190962 30.531306018232417
2277,5645,439,3.971787932334669 30.543984647815336
2278,2854,264,3.971661884827723 30.55225988587595
2279,5426,446,3.968351730905271 30.556494833088557
2280,2827,338,3.9763551805887536 30.5491331653101
2281,5649,1815,3.9751140278924906 30.550378132682685
2282,5788,330,3.971475680357203 30.54314393498525
2283,2822,836,3.965026420307583 30.54445359576412
2284,5651,674,3.8287460906248096 30.19132631650178
2285,4084,617,3.8764181656285395 30.42728750844401
2286,5666,159,3.9708179498172194 30.54632657692847
2287,1030,5069,3.958547350107603 30.53865470548066
2288,2260,301,3.9676907904873016 30.540411760490827
2289,2851,157,3.9663319922942515 30.543815226823117
2290,5668,51,4.775609743869179 29.922877110495794
2291,2471,1189,3.9805006209024767 30.593029943652983
2292,665,245,3.9679532774079496 30.546882594164963
2293,2179,125,3.9705698674349112 30.544916830452824
2294,3662,223,5.953183788027353 45.81611212821153
2295,5632,1625,4.0540368541997625 30.926586282645996
2296,5205,839,3.9653236669275125 30.54562354822373
2297,2511,1242,3.972242760108668 30.53290350694183
2298,5627,7215,3.965845423333107 30.520902879414578
2299,5148,1533,3.9672365715960543 30.54374078440938
2300,87,703,3.972516917643118 30.547424719301315
2301,4042,2962,3.961659195979986 30.506853005788773
2302,5214,1623,3.97348946039102 30.55442602923285
2303,990,211,3.9455978161954555 30.55003459190849
2304,553,98,3.962643526361484 30.552726021912655
2305,6409,237,3.9676058095373556 30.52651318113632
2306,4193,707,3.9641608221474476 30.56980009030076
2307,408,195,3.9604128508736123 30.54349672585853
2308,5732,771,3.968438177786033 30.50686224153406
2309,1061,81057,3.970872096944519 30.546117190860375
2310,743,6894,3.97649022674802 30.563882209409133
2311,5268,3388,3.9690834700483513 30.54274780958425
2312,9173,-32768,3.9695087613604305 30.5356912905923
2313,2528,1121,3.987388747079293 30.6159305148942
2314,5109,41,3.9688947457261117 30.55692332138298
2315,4751,2736,3.97162469138859 30.54341103861465
2316,937,239,3.9690021668519235 30.526892933044117
2317,5762,145,3.969651539383383 30.5374731314289
2318,6250,1785,3.9674701542807393 30.54509964496572
2319,2850,497,3.973978167415281 30.545029214895294
2320,2463,211,4.010917957337206 30.56308668131919
2321,2616,618,3.950033648894546 30.51733672574476
2322,5231,1961,3.9700328891852665 30.544062368916737
2323,6625,1013,3.971457246350374 30.526835884019885
2324,3033,-32768,3.964762017338826 30.547357313921854
2325,2845,685,3.9663135208141176 30.54902440642754
2326,5230,581,3.966367539638996 30.548528440099943
2327,5686,87,3.9632572902298575 30.539570065690228
2328,2230,83,3.9705252766815797 30.545629709225814
2329,2262,-32768,3.964929057142752 30.545932723949907
2330,2774,1417,3.9610375204606942 30.506142211526956
2331,9182,-32768,3.980858861543855 30.545423956945246
2332,4406,686,3.966725225790225 30.50602151688413
2333,2548,718,3.9708351272137428 30.543641879257496
2334,972,44,3.9994574498912074 30.545176222911092
2335,5167,2113,3.9410789471813743 30.503953762279778
2336,662,1228,3.9672924788079573 30.527326418115628
2337,1057,381,3.9734036997966133 30.561545333635845
2338,422,169,3.980833154406098 30.55321596280871
2339,2826,1060,3.967644875043756 30.544080270856167
2340,418,-32768,3.9707807880835526 30.543356459484205
2341,6286,667,3.965187845078036 30.548005255719353
2342,5883,2169,3.9611930862134463 30.544104610499833
2343,2274,953,3.9756065447775657 30.543412303115815
2344,3633,362,3.974560018585466 30.553427981665717
2345,2008,442,3.9645890756289845 30.514963405104243
2346,868,253,3.9706574467255176 30.546081692341943
2347,873,278,3.965970300261006 30.538001078053238
2348,756,-32768,3.9747431650302394 30.553509606618725
2349,418,-32768,5.961287521175982 45.81731830812511
2350,4288,165,3.9695092829983585 30.548032691572836
2351,2525,1272,3.9723182285272207 30.543979391058155
2352,5195,597,3.994051790376161 30.54746815857829
2353,5644,356,3.972307715191637 30.548000199857587
2354,4137,472,4.015723142831506 30.52682848016327
2355,1510,4381,3.985177579542983 30.73059073254107
2356,6613,8149,3.9760632110706844 30.572290902996887
2357,5193,1516,3.9661357213912876 30.548648729220947
2358,407,1619,3.96903671360549 30.55174696325683
2359,6267,606,3.969581184876198 30.53651367001589
2360,5180,1316,3.9867957954604005 30.705849582257876
2361,5862,228,3.970554821359815 30.540603751151878
2362,5684,63,3.961183096250798 30.543843268411788
2363,5863,351,3.9743839905072655 30.538415738239106
2364,1711,28603,3.9762633787954638 30.553207147402787
2365,2194,275,3.979579992015922 30.547983270394965
2366,5610,377,3.953020904590919 30.529597030235063
2367,5629,155,3.970224102524875 30.54620176200023
2368,1055,1134,3.9735783011672843 30.543330156810466
2369,5210,4038,3.967492924863417 30.54079531264683
2370,2524,85,3.9682054752390115 30.550250885638047
2371,661,48,3.9547564287838672 30.527283593709832
2372,3211,832,3.975796480574633 30.551469397880105
2373,2261,174,3.963890193197386 30.535512713337052
2374,2549,33,3.9670851117752797 30.53871639793274
2375,4133,979,3.971563376258425 30.54524582578411
2376,5199,-32768,3.968443192202068 30.54665025419872
2377,5935,89,3.96761020965375 30.54233542112903
2378,5628,332,3.6982030837291453 31.69225822881075
2379,5225,1928,3.974323118734813 30.553102756746984
2380,5206,334,3.9573144594158975 30.525306508490242
2381,5112,1293,57.83872834012686 38.61734359701311
2382,3033,-32768,4.044388037693016 31.084715266663935
2383,5221,2205,3.972768601184514 30.549565478195788
2384,5196,6121,3.9719387707150586 30.540498939086948
2385,4021,18670,3.969594929990285 30.541316283421775
2386,5162,1534,3.966366734248248 30.545163594629074
2387,2933,-32768,3.9745878507018713 30.527342877176125
2388,5181,-32768,3.9678725668421557 30.556638770335802
2389,5187,1277,3.9627728775543694 30.548912419065893
2390,1002,3325,3.963404749130266 30.52507361500431
2391,5120,2778,3.9661929059871324 30.54032991888606
2392,6391,-32768,3.9650089998374805 30.546747855526373
2393,5186,524,3.971004822133915 30.54099721401996
2394,492,1346,3.972979332350119 30.54069814572866
2395,389,54,3.969920030157403 30.535320481043154
2396,6610,683,3.9653787770177154 30.553281793243997
2397,1322,15981,5.962521843056315 45.822316450891414
2398,5488,49,3.9759910510081204 30.551391895731676
2399,3401,3941,3.9779145522783037 30.54557397466095
2400,2225,152,3.9679057925238657 30.544464754278096
2401,5588,1462,3.9724298126655984 30.552269393652594
2402,1706,5950,3.9715391182396123 30.539488451457586
2403,3713,88,3.9686996147940454 30.52472682050097
2404,5213,796,3.9673395967527387 30.544560373540683
2405,2131,812,3.8447517758655083 30.549727663144072
2406,3204,-32768,3.967579841022732 30.54018424094629
2407,58,-32768,3.973515689601653 30.543952720800622
2408,492,1346,3.9641267882889326 30.5427132137952
2409,4257,366,3.968502201242762 30.543429912404488
2410,9150,-32768,3.97501695474997 30.54731435252599
2411,5609,352,3.9679732766171734 30.56469006520489
2412,2271,599,3.9745315851312966 30.54431993766664
2413,4651,303,3.9719395040459053 30.543793975967773
2414,4308,404,3.9735400645269126 30.543571799496455
2415,196,-32768,3.9734068280259134 30.548593311379854
2416,6153,-32768,5.958540630795254 45.82204876131896
2417,6033,752,5.958885498311279 45.81470353949898
2418,437,-32768,3.9673871263378313 30.542202400479937
2419,4721,2785,3.9653902403991954 30.544819312177268
2420,5752,321,3.9712270435657757 30.548575436468724
2421,1126,401,3.971962790073421 30.544999373420207
2422,9327,-32768,3.976462885136942 30.54399814192847
2423,1131,-32768,3.9730329283444457 30.54152111341579
2424,2933,-32768,3.970932639856226 30.542194545379903
2425,6758,231,3.97200159438892 30.539489147000555
2426,1322,15981,3.9675867106772165 30.546631129714296
2427,5798,409,3.9690132384812262 30.551027618495294
2428,3201,-32768,5.954563382796936 45.81997989015983
2429,5181,-32768,3.9720718711497027 30.54659699448267
2430,5394,-32768,3.970171522724973 30.542185075327403
2431,5226,6493,-55.931838938948744 78.33966947788622
2432,2129,-32768,3.970517247364528 30.540724556567874
2433,3953,2740,5.955101631696727 45.81858351660335
2434,3201,-32768,-17.983693494291224 65.22734670785114
2435,5149,-32768,3.9705042719279104 30.54510333803022
2436,2143,585,3.967852021523402 30.546972266374624
